EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
102353,60,7.09,2,Marketing,Male,Yes,No,2,Manufacturing Director,Single,5,450000,19,2,High,29,4,High,8,4.9,0.28,3,No,Product
102354,24,6.78,3,Life Sciences,Female,Yes,No,3,Laboratory Technician,Divorced,8,16667,18,3,High,0,3,Low,0,7.7,0.58,4,Yes,Service
102355,42,7.01,3,Medical,Male,Yes,No,4,Manufacturing Director,Divorced,1,133333,17,1,Very Low,5,3,Low,4,0.5,0.05,0,Yes,Service
102356,29,10.5,1,Marketing,Male,Yes,,1,,,1,158333,10,4,Medium,,2,Low,6,2.1,0.14,1,No,Service
102357,41,6.49,3,Life Sciences,Female,Yes,Yes,3,Sales Executive,Divorced,4,241667,20,3,Very High,12,2,High,5,4.9,0.39,2,No,Service
102358,36,7.88,4,Life Sciences,Male,No,Yes,4,Healthcare Representative,Single,6,83333,10,3,Medium,3,4,Medium,3,7.4,0.68,3,No,Service
102359,41,7.56,2,Human Resources,Female,Yes,No,3,Manufacturing Director,Married,1,266667,14,3,Very High,17,3,High,8,2.9,0.09,0,No,Product
102360,30,2.02,4,Medical,Female,Yes,Yes,3,Human Resources,Single,9,58333,10,3,Low,2,2,High,,7.3,0.7,4,No,Service
102361,40,6.59,5,Marketing,Male,Yes,Yes,2,Research Director,Married,2,166667,21,3,Very Low,6,3,Low,6,,0.18,1,No,Service
102362,29,10.48,5,Human Resources,Male,No,No,3,Research Director,Divorced,6,16667,9,3,Medium,1,1,Low,1,8.2,0.65,3,No,Service
102363,55,7.18,1,Technical Degree,Male,No,Yes,4,Sales Executive,Single,,225000,24,4,Low,10,4,Medium,2,8,0.68,2,Yes,Service
102364,47,6.37,5,Marketing,Female,No,No,3,Sales Representative,Married,7,341667,8,1,Very High,24,4,High,16,6.9,0.65,3,No,Service
102365,29,10.99,1,Other,Male,No,No,2,Sales Executive,Divorced,8,75000,14,2,Very Low,5,4,Medium,3,9.7,0.83,4,No,Service
102366,47,6.29,2,Marketing,Male,Yes,No,1,Research Scientist,Single,,150000,15,1,Very Low,8,4,Low,1,5.9,0.38,2,No,Service
102367,37,7.72,2,Marketing,Male,Yes,No,2,Research Scientist,Single,,175000,14,3,Very High,13,1,High,3,5.1,,1,Yes,Service
102368,44,7.57,1,Life Sciences,Female,Yes,Yes,4,Human Resources,Single,8,250000,17,2,Very High,16,4,Medium,2,7.9,0.72,4,No,Service
102369,57,7.58,3,Other,Female,Yes,Yes,1,Research Director,Divorced,4,483333,21,1,Very High,30,4,Low,16,6.7,0.45,2,Yes,Service
102370,53,7.51,3,Life Sciences,Female,No,Yes,4,Sales Representative,Divorced,10,158333,18,1,Very Low,12,1,Medium,,10,0.97,5,Yes,Service
102371,56,9.4,1,Other,Male,Yes,No,1,Healthcare Representative,Divorced,4,25000,8,4,High,0,1,Medium,0,6.1,0.38,2,No,Service
102372,44,7.39,4,Other,Female,No,No,1,Manager,Single,2,208333,8,1,Medium,14,2,Medium,1,2.9,0.21,2,Yes,Service
102373,58,7.32,2,Medical,Female,No,No,1,Research Scientist,Single,6,525000,19,3,Very High,34,4,Medium,8,,0.79,3,No,Product
102374,59,7.19,1,Medical,Male,Yes,No,1,Manager,Single,7,133333,14,4,Very Low,7,2,Medium,0,6.8,0.66,4,Yes,Service
102375,20,5.98,4,Technical Degree,Male,Yes,Yes,4,Sales Executive,Single,3,25000,18,3,Low,1,4,Medium,0,3.3,0.27,2,No,Product
102376,24,10.3,4,Technical Degree,Male,No,Yes,1,Manager,Married,3,25000,24,2,High,1,4,Low,,4.9,0.28,2,Yes,Service
102377,47,6.06,3,Medical,Female,Yes,No,3,Research Director,Single,4,125000,10,1,Very High,8,2,High,5,5.2,0.37,2,Yes,Service
102378,33,8.2,2,Human Resources,Female,Yes,Yes,4,Research Director,Divorced,,66667,9,1,Low,3,1,Medium,2,5.2,0.34,2,No,Product
102379,49,8.04,1,Medical,Male,No,Yes,4,Manufacturing Director,Divorced,6,25000,19,2,Very High,0,3,Medium,0,7.2,0.53,3,No,Product
102380,48,6.78,1,Technical Degree,Male,No,No,4,Healthcare Representative,Divorced,4,175000,15,2,Very High,8,4,Low,1,5.4,0.39,1,No,Service
102381,43,9.42,1,Marketing,Female,No,No,4,Sales Representative,Married,2,200000,15,3,Medium,13,3,Medium,12,3.6,0.25,1,No,Service
102382,45,6.41,1,Technical Degree,Female,Yes,No,1,,Divorced,6,75000,25,3,Very Low,3,2,High,2,5.4,0.44,3,No,Product
102383,27,9.08,3,Life Sciences,,No,Yes,2,Sales Representative,Divorced,3,58333,22,4,Very High,3,3,Low,3,5.9,0.41,1,No,Product
102384,,6.79,2,Human Resources,Male,Yes,Yes,1,Research Scientist,Single,4,33333,15,3,High,2,1,Low,1,4.4,0.32,1,No,Product
102385,18,6.79,3,Medical,Female,Yes,Yes,3,Sales Executive,Divorced,5,16667,7,3,Medium,0,1,Low,0,6.6,0.51,2,No,Service
102386,45,10.67,3,Technical Degree,Female,No,Yes,2,Sales Representative,Single,4,250000,13,2,Very Low,15,3,High,3,7.2,0.68,2,No,Service
102387,53,7.51,2,Technical Degree,Male,No,No,4,Manufacturing Director,Single,5,175000,16,3,Very High,11,2,Medium,7,7.8,0.68,3,No,Service
102388,33,7.8,4,Medical,Male,No,No,2,Laboratory Technician,Single,6,241667,20,1,High,12,3,Low,7,,0.58,3,No,Service
102389,56,9.47,4,Other,Male,Yes,No,2,Manager,Married,5,208333,18,1,Low,13,3,High,9,7.4,0.6,2,Yes,Service
102390,49,7.3,5,Life Sciences,Female,Yes,No,2,Research Scientist,Single,5,491667,17,2,Low,25,4,Medium,13,,0.47,3,No,Service
102391,38,7.51,4,Medical,Male,Yes,Yes,1,Research Director,Married,7,25000,24,1,Medium,2,1,Low,2,,0.7,3,No,Service
102392,23,7.29,1,Technical Degree,Female,No,No,4,Manufacturing Director,Single,5,25000,16,3,Medium,0,3,Medium,0,7,0.64,3,Yes,Service
102393,40,10.9,1,Other,Female,Yes,No,3,Manufacturing Director,Married,5,341667,8,2,Low,19,1,Medium,2,6.3,0.47,2,No,Product
102394,19,10.05,2,Life Sciences,Male,No,Yes,2,Research Director,Single,4,25000,11,2,Very High,0,3,High,0,5.2,0.39,2,No,Service
102395,21,6.89,3,Marketing,Male,Yes,Yes,1,Research Director,Single,4,16667,10,2,Very High,1,1,Low,1,6.1,0.41,2,No,Service
102396,54,7.12,2,Technical Degree,Male,Yes,No,3,Sales Executive,Divorced,5,91667,15,2,Very High,5,3,Medium,2,5.9,0.49,2,No,Product
102397,40,6.49,3,Life Sciences,Male,Yes,No,1,Research Scientist,Married,1,150000,7,2,Medium,10,3,Medium,0,0.6,0,0,No,Product
102398,53,7.88,1,Other,Female,Yes,Yes,2,Research Director,Divorced,4,391667,18,4,Low,24,3,Medium,9,6.2,0.47,2,No,Service
102399,34,7.42,4,Other,Female,No,No,1,Healthcare Representative,Divorced,9,100000,24,3,Medium,5,2,Low,0,8.3,0.74,4,No,Service
102400,58,7.17,4,Technical Degree,Female,Yes,Yes,4,Sales Representative,Married,6,458333,7,1,Very High,28,2,Low,11,7.9,0.57,4,No,Product
102401,58,6.31,3,Life Sciences,Female,Yes,No,2,Healthcare Representative,Divorced,4,458333,9,3,Very Low,36,4,Medium,23,6.3,0.45,2,No,Product
102402,41,8.52,3,Other,Female,No,No,4,Research Director,Married,1,141667,7,4,Low,11,4,Medium,4,4.5,0.26,0,No,Service
102403,18,8.98,5,Other,Female,No,No,1,Sales Executive,Single,,33333,12,2,Very High,0,2,Medium,0,4.9,0.3,2,No,Product
102404,53,6.97,3,Marketing,Female,No,Yes,3,Laboratory Technician,Single,4,433333,23,4,Very High,30,3,Low,6,5.4,0.33,2,No,Service
102405,20,6.61,2,Marketing,Female,No,Yes,4,Manager,Married,2,25000,23,1,High,2,3,Medium,2,2.4,0.16,2,Yes,Service
102406,44,7.77,1,Life Sciences,Male,No,Yes,2,Human Resources,Single,7,75000,12,1,High,6,1,Medium,4,7.4,0.58,3,Yes,Service
102407,38,6.45,3,Human Resources,Female,No,Yes,1,Manufacturing Director,Married,4,58333,20,1,Very Low,3,2,High,3,6,0.53,1,No,Product
102408,25,6.31,3,Life Sciences,Male,No,No,1,Human Resources,Divorced,6,16667,7,1,Very High,1,3,Medium,0,,0.52,4,Yes,Product
102409,56,9.81,5,Marketing,Female,No,No,4,Research Scientist,Divorced,,416667,23,3,High,30,2,Low,13,7.2,0.54,1,No,Service
102410,41,9.18,2,Human Resources,Male,No,No,3,Manager,Single,4,241667,18,2,Very Low,13,4,Medium,9,6.1,0.37,2,No,Service
102411,35,7.09,1,Other,Female,No,Yes,1,Sales Executive,Married,2,175000,25,3,Very High,8,3,Medium,0,4.9,0.31,1,Yes,Product
102412,24,6.79,3,Technical Degree,Female,No,No,2,Manager,Divorced,5,25000,11,1,High,1,1,Medium,1,7,0.54,2,Yes,Service
102413,39,8.01,4,Other,Male,Yes,No,2,Healthcare Representative,Married,7,191667,22,2,Very High,8,1,Medium,0,7.3,0.72,3,No,Product
102414,27,8.01,3,Marketing,Male,Yes,Yes,3,,,3,33333,13,1,Very High,2,3,High,1,6,0.46,2,Yes,Product
102415,38,7.13,1,Life Sciences,Male,Yes,No,3,Laboratory Technician,Single,3,233333,7,1,Very Low,16,1,High,,5.7,0.39,1,Yes,Service
102416,39,6.18,5,Marketing,Male,No,Yes,1,Manager,Divorced,6,283333,15,3,Very High,16,1,High,14,6.8,0.59,3,No,Service
102417,42,9.32,5,Human Resources,Male,Yes,Yes,3,Healthcare Representative,Divorced,1,125000,22,1,Very Low,5,2,High,4,3.1,0.1,0,No,Service
102418,54,8.46,5,Marketing,Female,No,Yes,4,Sales Executive,Single,5,191667,14,4,Medium,,2,Medium,5,6.7,0.51,2,No,Service
102419,36,6.93,4,Medical,Male,Yes,Yes,4,Research Scientist,Single,3,241667,15,3,Low,10,4,High,,6.8,0.49,1,No,Service
102420,51,10.62,4,Marketing,Female,Yes,Yes,1,Manufacturing Director,Married,4,333333,12,4,Very High,26,2,High,14,6.2,0.39,2,No,Service
102421,41,6.48,3,Marketing,Female,Yes,No,3,Healthcare Representative,Single,9,183333,21,1,High,8,1,High,4,8.1,0.78,5,Yes,Service
102422,37,5.98,5,Medical,Female,Yes,Yes,4,Sales Representative,Single,5,233333,8,4,Very High,9,2,High,4,,0.4,2,Yes,Product
102423,43,6.37,1,Technical Degree,Male,No,No,1,Human Resources,Married,5,100000,7,3,High,8,1,Medium,8,6.8,0.66,2,No,Service
102424,,7.99,1,Other,Female,No,No,1,Research Director,Single,4,25000,18,3,Low,1,1,Low,0,7.6,0.63,2,No,Service
102425,23,6.65,3,Other,Male,Yes,Yes,1,Sales Executive,Divorced,3,16667,12,2,Very High,0,3,Low,0,4.4,0.22,2,Yes,Product
102426,35,7.59,1,Human Resources,Female,No,Yes,1,Research Director,Single,1,108333,13,1,Low,4,2,High,0,3.5,0.25,0,No,Service
102427,32,6.2,5,Technical Degree,Female,Yes,No,4,Sales Representative,Single,1,258333,16,4,Very Low,9,2,Low,0,1.5,0.04,1,No,Product
102428,35,8.9,3,Medical,Female,No,Yes,1,Human Resources,Married,10,133333,22,2,Very High,5,2,Medium,1,9.9,0.95,5,No,Service
102429,32,7.59,1,Other,Male,No,Yes,2,Research Scientist,Divorced,5,175000,11,4,Very Low,9,3,High,0,6.9,0.56,3,No,Product
102430,28,6.7,3,Human Resources,Female,No,Yes,2,Laboratory Technician,Single,7,75000,10,2,High,5,3,High,0,6.5,0.64,3,No,Service
102431,40,6.22,2,Human Resources,Male,Yes,Yes,4,Human Resources,Divorced,4,150000,9,2,Very High,11,1,High,11,6.6,0.5,2,No,Product
102432,42,18.14,5,Technical Degree,Male,Yes,Yes,1,Sales Representative,Divorced,3,241667,16,3,High,14,4,Medium,0,,0.25,2,No,Service
102433,19,7.59,2,Medical,Male,Yes,Yes,1,Human Resources,Single,7,25000,21,1,Low,1,4,Low,0,7.1,0.72,3,No,Service
102434,24,7.91,4,Marketing,Male,No,Yes,2,Sales Representative,Divorced,7,33333,22,2,High,0,4,Medium,0,7.2,0.58,3,No,Product
102435,56,10.65,2,Technical Degree,Female,No,No,2,Sales Executive,Married,7,33333,25,3,Very High,0,1,Medium,0,7.4,0.71,3,Yes,Service
102436,41,8.63,4,Medical,Male,Yes,No,3,Healthcare Representative,Married,6,391667,8,4,Low,19,1,High,9,5.5,0.43,3,No,Service
102437,29,7.19,4,Technical Degree,Female,No,No,3,Research Director,Divorced,4,91667,24,3,Very Low,5,3,Medium,1,5,0.36,3,Yes,Product
102438,53,7.8,1,Human Resources,Female,Yes,No,4,Manufacturing Director,Single,2,216667,9,1,Medium,11,4,Low,9,2.9,0.23,1,Yes,Service
102439,35,6.88,1,Medical,Female,Yes,Yes,2,Human Resources,Single,5,75000,22,1,Very Low,3,2,,0,6.7,0.57,3,No,Service
102440,58,7.81,2,Life Sciences,Male,No,No,3,Sales Executive,Married,6,133333,11,4,Very Low,7,1,Low,5,6.3,0.59,3,No,Service
102441,38,6.3,3,Human Resources,Female,Yes,Yes,4,Manager,Married,3,200000,15,1,Low,8,4,Medium,3,4.1,0.32,1,No,Service
102442,53,6.13,2,Other,,No,Yes,1,Manager,Divorced,2,400000,19,1,Low,24,3,Medium,10,1.9,0.15,1,No,Service
102443,48,6.47,4,Marketing,,Yes,Yes,4,Sales Executive,Single,5,191667,23,2,Very High,10,1,Low,8,4.8,0.3,2,Yes,Service
102444,51,6.09,5,Marketing,Female,No,No,3,,,8,458333,23,3,Very Low,23,3,Low,20,9.1,0.75,3,Yes,Service
102445,29,6.41,4,Human Resources,Female,Yes,Yes,4,Manufacturing Director,Married,3,116667,11,4,Very High,4,4,Medium,0,4.5,0.29,1,No,Product
102446,29,6.11,3,Marketing,Male,Yes,No,2,Manufacturing Director,Divorced,4,66667,22,3,High,4,2,High,1,6,0.45,1,No,Product
102447,48,7.59,3,Technical Degree,Male,Yes,Yes,3,Manager,Single,1,266667,20,4,Medium,17,2,Medium,14,,0.1,2,No,Service
102448,56,6.02,1,Life Sciences,Female,Yes,No,3,Healthcare Representative,Married,1,508333,8,2,High,30,2,Low,10,1.7,0.05,1,No,Product
102449,39,7.79,5,Human Resources,Female,No,Yes,1,Research Director,Single,5,225000,21,2,Medium,9,3,Medium,2,6.8,0.52,3,No,Product
102450,33,8.9,5,Human Resources,Male,Yes,Yes,3,Laboratory Technician,Single,2,141667,23,4,Medium,9,3,Medium,9,3.5,0.28,1,No,Service
102451,47,6.79,1,Life Sciences,Female,Yes,Yes,2,Human Resources,Divorced,4,450000,25,4,Very High,25,4,Medium,16,5.6,0.49,3,No,Product
102452,56,7.59,3,Medical,Female,Yes,No,3,Research Scientist,Divorced,,291667,12,2,Very Low,21,4,Low,2,3.5,0.25,2,No,Service
102453,30,10.71,2,Human Resources,Female,Yes,Yes,2,Manager,Married,5,50000,16,1,Low,3,1,High,0,5.9,0.45,3,No,Service
102454,32,8.31,2,Technical Degree,Male,Yes,Yes,1,Sales Executive,Married,4,225000,14,1,Very High,8,3,High,8,6.3,0.46,3,No,Service
102455,45,7.8,2,Human Resources,Female,No,Yes,1,Human Resources,Divorced,8,475000,15,2,Very Low,23,2,Medium,23,8.3,0.87,4,No,Service
102456,55,10.8,2,Life Sciences,Female,No,Yes,1,Research Director,Single,5,225000,8,3,Very High,11,3,Medium,5,5.9,0.48,3,No,Service
102457,35,9.94,5,Technical Degree,Female,No,Yes,3,Laboratory Technician,Single,1,258333,19,4,High,14,2,High,6,2.2,0.18,0,No,Service
102458,54,6.3,4,Technical Degree,Female,Yes,Yes,2,Sales Representative,Divorced,5,416667,7,2,Low,21,3,Medium,6,7.8,0.56,2,Yes,Product
102459,24,6.13,2,Technical Degree,Male,Yes,No,1,Sales Executive,Married,3,66667,21,2,Very High,3,1,High,0,5.6,0.42,2,Yes,Product
102460,31,7.91,4,Human Resources,Male,Yes,Yes,4,Sales Executive,Divorced,6,66667,17,3,Very Low,4,3,Medium,1,,0.52,2,Yes,Product
102461,59,8.69,3,Medical,Female,No,No,1,Healthcare Representative,Single,7,175000,13,4,High,12,1,High,12,,0.67,3,No,Service
102462,27,7.27,4,Life Sciences,Female,No,Yes,3,Sales Executive,Married,2,125000,11,4,Very Low,5,4,Low,0,4.4,0.28,0,Yes,Product
102463,30,6.81,5,Life Sciences,Male,Yes,Yes,4,Human Resources,Married,4,58333,8,1,Very Low,4,4,Medium,1,,0.41,3,No,Service
102464,60,10.43,2,Medical,Male,Yes,Yes,3,Manufacturing Director,Single,6,183333,23,3,High,11,2,High,3,7.5,0.71,2,Yes,Service
102465,25,8.1,1,Human Resources,Female,No,Yes,1,Manufacturing Director,Divorced,4,25000,20,3,High,1,3,Medium,0,7.8,0.61,2,Yes,Service
102466,59,6.59,5,Medical,Female,No,No,2,Human Resources,Single,4,458333,24,1,High,31,1,High,19,6,0.39,2,Yes,Product
102467,23,7.39,4,Other,Female,Yes,No,4,Sales Representative,Divorced,,16667,19,4,Medium,1,3,Low,1,5,0.39,1,No,Service
102468,29,8.51,3,Medical,Male,Yes,No,2,Healthcare Representative,Divorced,4,108333,15,1,Very High,5,3,Medium,2,4.5,,2,No,Service
102469,28,7.4,5,Technical Degree,Male,No,No,2,Human Resources,Married,7,41667,25,2,Very High,3,3,Medium,3,6.6,0.57,4,Yes,Product
102470,54,8.19,5,Technical Degree,Male,Yes,No,2,Healthcare Representative,Divorced,6,150000,14,3,Very High,7,1,Low,4,7,0.54,3,No,Product
102471,28,8.03,1,Technical Degree,Female,No,No,2,Healthcare Representative,Single,5,108333,25,3,Low,4,1,High,0,7.1,0.59,2,Yes,Service
102472,20,10.67,3,Medical,Female,Yes,Yes,2,Sales Representative,Divorced,3,16667,17,4,Low,1,4,Medium,1,4.3,0.19,2,No,Service
102473,56,9.6,3,Other,,No,Yes,2,Research Director,Divorced,1,300000,22,4,Very High,23,2,Medium,12,1.9,0.03,0,No,Product
102474,43,6.71,4,Medical,Male,Yes,No,3,Human Resources,Married,3,25000,13,3,Medium,1,1,Low,0,4.5,0.23,1,No,Service
102475,41,10.01,4,Life Sciences,Male,No,No,3,Manufacturing Director,Married,6,250000,10,1,Medium,10,2,Low,9,5.8,0.52,2,Yes,Product
102476,34,7.83,5,Human Resources,Female,No,No,2,Sales Executive,Married,7,83333,18,2,High,3,2,Medium,2,8,0.67,4,No,Product
102477,59,6.6,4,Other,Male,No,No,1,Research Director,Divorced,5,225000,22,1,Very Low,14,4,High,14,4.4,0.35,2,No,Service
102478,27,7.5,4,Medical,Male,No,Yes,4,Manufacturing Director,Married,4,25000,7,1,Medium,1,1,Low,0,5.1,0.3,1,No,Service
102479,33,7.83,3,Other,Male,Yes,Yes,1,Healthcare Representative,Single,5,66667,11,3,High,3,3,High,0,6,0.41,3,No,Product
102480,44,6.19,1,Other,Female,Yes,No,4,Laboratory Technician,Divorced,5,333333,23,2,Very High,17,3,High,10,4.8,0.38,2,Yes,Service
102481,29,6.9,1,Marketing,,Yes,Yes,3,Sales Representative,Married,3,150000,13,2,High,6,1,Low,6,5.6,0.35,1,Yes,Service
102482,20,7.68,2,Medical,Female,No,No,1,Healthcare Representative,Divorced,5,50000,25,2,Very High,2,2,Low,1,6,0.45,2,No,Service
102483,45,9.11,5,Technical Degree,Female,No,Yes,1,Manager,Married,6,141667,7,4,Very Low,6,1,Medium,1,7.5,0.57,2,Yes,Service
102484,39,7.57,5,Other,Female,Yes,No,2,Research Director,Married,5,341667,12,1,Very High,18,1,High,0,4,0.33,2,No,Service
102485,39,9.91,4,Life Sciences,Female,Yes,Yes,1,Healthcare Representative,Married,3,25000,10,1,Medium,2,2,High,0,4.4,0.22,1,No,Service
102486,29,9.88,5,Other,Male,No,No,3,Research Scientist,Divorced,9,158333,16,4,Very Low,8,2,High,3,7.1,0.71,4,No,Product
102487,49,10.52,3,Medical,Female,No,Yes,3,Manager,Married,1,366667,8,1,Very High,19,2,Low,18,1.2,0.08,1,No,Product
102488,57,8.98,5,Human Resources,Female,Yes,Yes,3,Laboratory Technician,Divorced,3,225000,8,2,Very High,16,4,Low,13,5.3,0.5,1,Yes,Service
102489,36,6.89,1,Life Sciences,Female,No,Yes,3,Healthcare Representative,Single,7,41667,17,3,Very High,3,3,Medium,3,8.2,0.66,4,No,Service
102490,59,7.01,4,Human Resources,Female,Yes,Yes,1,Laboratory Technician,Single,6,341667,20,3,Low,23,3,Medium,13,4.1,0.34,3,No,Service
102491,60,5.99,3,Other,Female,No,No,3,Sales Representative,Divorced,5,375000,19,1,High,29,3,Medium,3,4.4,0.33,3,No,Product
102492,53,10.4,5,Life Sciences,Male,No,Yes,4,Sales Executive,Married,6,383333,9,4,High,25,1,Low,12,,0.61,3,Yes,Service
102493,21,6.22,1,Life Sciences,Male,Yes,No,3,Sales Representative,Single,2,25000,13,3,Very Low,0,1,Medium,0,3.8,0.16,0,No,Service
102494,28,10.4,3,Human Resources,Male,Yes,Yes,1,Human Resources,Married,4,183333,11,4,Very Low,7,1,Low,7,4.4,0.23,2,Yes,Service
102495,24,6.62,3,Medical,Female,No,Yes,3,Manufacturing Director,Single,,25000,13,2,Medium,1,1,High,1,7.6,0.6,4,No,Service
102496,29,10.98,5,Human Resources,Male,Yes,Yes,4,Healthcare Representative,Married,3,75000,9,3,High,4,4,High,0,5.7,0.45,1,No,Product
102497,45,10.32,4,Life Sciences,Male,No,No,4,Manager,Single,4,266667,18,1,Very High,16,4,Low,7,4.5,0.34,2,No,Product
102498,,7.03,1,Other,Female,No,Yes,4,Manufacturing Director,Single,4,33333,11,1,Very High,0,1,Low,0,6.5,0.56,2,No,Service
102499,38,8.1,5,Marketing,Male,No,Yes,4,Healthcare Representative,Single,1,225000,16,2,Very Low,10,1,High,4,0,0,0,No,Product
102500,21,6.19,3,Other,Male,Yes,No,2,Human Resources,Single,1,66667,22,1,Very High,3,3,Medium,1,,0.24,0,No,Product
102501,42,6.4,4,Life Sciences,Female,No,No,1,Human Resources,Married,2,1087,14,2,Very Low,0,4,High,0,3.9,0.17,0,Yes,Product
102502,58,6.3,3,Other,Female,Yes,No,3,Sales Executive,Married,,425000,17,4,Low,28,4,High,,8.5,0.83,5,No,Product
102503,38,6.03,3,Medical,Female,No,Yes,4,Sales Representative,Single,5,308333,13,1,Very High,17,2,High,11,3.7,0.31,2,No,Service
102504,29,7.59,1,Life Sciences,Female,Yes,No,1,Laboratory Technician,Single,6,183333,17,3,Very Low,8,3,Low,8,7.3,0.55,4,Yes,Product
102505,58,6.93,4,Other,Female,No,Yes,4,Sales Executive,Divorced,8,358333,20,4,High,26,1,Medium,14,7.4,0.75,3,No,Service
102506,33,8.8,5,Human Resources,,Yes,Yes,2,Sales Representative,Married,5,150000,9,2,Very Low,6,4,High,1,5.5,0.41,3,No,Service
102507,46,6.68,4,Human Resources,Female,No,No,3,Sales Representative,Single,4,266667,19,4,Very High,19,1,Low,19,4.5,,2,Yes,Product
102508,45,6.62,2,Human Resources,Male,No,No,4,Sales Executive,Single,8,208333,12,1,Very High,16,3,High,2,10,0.98,3,No,Product
102509,21,6.4,1,Marketing,Female,Yes,No,1,Sales Executive,Married,3,16667,18,3,Very Low,1,3,Low,1,3.4,0.25,1,Yes,Product
102510,45,7.37,4,Human Resources,Male,No,Yes,1,Research Scientist,Married,7,258333,20,4,Medium,20,1,Medium,16,7.5,0.67,4,Yes,Service
102511,44,7.47,5,Medical,Male,Yes,No,1,Healthcare Representative,Single,4,191667,15,4,Very Low,7,2,Medium,1,2.6,0.15,2,No,Product
102512,47,7.2,1,Marketing,Male,Yes,No,2,Manufacturing Director,Divorced,2,266667,9,4,Low,16,1,Low,1,4.3,0.33,0,Yes,Service
102513,38,7.56,2,Technical Degree,Male,No,Yes,4,Research Scientist,Divorced,5,25000,25,3,Low,0,4,Medium,0,4.3,0.39,2,No,Product
102514,27,5.99,1,Other,Male,Yes,Yes,1,Research Scientist,Divorced,,50000,17,2,Low,2,3,Medium,2,4.5,0.37,1,No,Service
102515,57,10.73,2,Medical,Female,No,Yes,2,Research Director,Single,8,400000,7,2,Very Low,24,1,Medium,4,,0.71,4,No,Service
102516,49,7.72,4,Medical,Female,Yes,No,2,Research Director,Married,3,25000,20,3,High,1,3,Medium,0,3.8,0.27,1,No,Service
102517,43,7.51,5,Other,Male,No,Yes,3,Sales Representative,Single,5,158333,20,3,Low,11,4,Medium,3,6.2,0.56,2,No,Service
102518,35,6.7,1,Marketing,Female,Yes,Yes,1,Research Scientist,Single,3,150000,12,2,Very High,8,3,Medium,2,3.8,,1,No,Service
102519,39,9.32,5,Technical Degree,Male,No,No,3,Manufacturing Director,Single,3,133333,11,2,Low,7,3,High,6,5.6,,1,No,Product
102520,53,10.41,5,Life Sciences,Female,Yes,No,3,Research Scientist,Married,3,391667,8,4,Very High,20,4,High,16,2.4,,2,Yes,Product
102521,33,6.82,3,Other,Male,No,No,2,Research Scientist,Divorced,,133333,8,3,Low,5,1,Medium,0,6.1,,3,No,Service
102522,20,10.92,2,Human Resources,Male,Yes,Yes,3,Sales Executive,Married,3,41667,21,2,Very Low,2,3,High,0,4.7,0.39,2,Yes,Service
102523,60,2.06,3,Other,Male,No,No,2,Manufacturing Director,Married,4,150000,13,1,Medium,6,3,Medium,0,6.7,0.54,2,No,Product
102524,37,7.8,2,Other,Male,No,No,4,Research Director,Single,5,116667,14,3,Very High,6,4,High,6,5.1,0.42,3,Yes,Product
102525,54,6.68,5,Marketing,Female,No,Yes,3,Research Scientist,Single,7,491667,15,1,Very High,33,4,Medium,33,7,0.69,4,Yes,Product
102526,40,8.32,3,Marketing,Female,Yes,No,2,Research Director,Divorced,5,158333,12,3,High,8,3,Low,2,6.4,0.48,3,No,Product
102527,58,7.98,1,Technical Degree,Female,No,Yes,1,Manager,Divorced,8,375000,14,3,Very Low,19,1,Low,8,7.8,0.78,3,Yes,Product
