,EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
5084,105085,44.0,7.39,1,Medical,Female,No,Yes,3,Research Director,Divorced,5.0,300000,7,4,Very High,19.0,1,Medium,10.0,7.8,0.69,2,No,Service
5086,105087,58.0,6.38,1,Technical Degree,Male,Yes,No,2,Sales Representative,Divorced,5.0,233333,10,3,Medium,8.0,2,Low,7.0,6.0,0.52,2,No,Service
5087,105088,34.0,7.42,5,Other,Female,No,No,2,Healthcare Representative,Divorced,6.0,58333,10,2,Low,4.0,2,Low,4.0,6.2,0.54,4,No,Service
5088,105089,26.0,8.42,3,Technical Degree,Male,No,No,1,Sales Representative,Divorced,1.0,58333,24,2,High,4.0,4,Low,2.0,1.6,0.11,1,No,Service
5089,105090,24.0,6.41,5,Medical,Female,No,Yes,3,Sales Representative,Divorced,3.0,33333,18,3,High,2.0,1,Low,0.0,3.9,0.31,1,No,Service
5090,105091,32.0,6.47,3,Other,Male,Yes,No,2,Healthcare Representative,Divorced,5.0,50000,24,3,High,4.0,4,Low,2.0,5.6,0.46,3,No,Product
5091,105092,30.0,7.99,2,Human Resources,Female,No,No,2,Human Resources,Single,5.0,75000,9,2,Very High,4.0,1,Low,2.0,7.5,0.53,3,No,Product
5093,105094,58.0,9.13,2,Marketing,Female,No,No,3,Research Director,Married,2.0,308333,18,3,Very Low,21.0,2,Medium,1.0,4.3,0.36,1,No,Service
5094,105095,45.0,2.16,1,Marketing,Male,No,Yes,3,Manufacturing Director,Single,4.0,250000,20,4,Very Low,16.0,4,High,11.0,6.5,0.64,2,Yes,Service
5095,105096,27.0,8.8,5,Marketing,Female,No,No,4,Manager,Single,6.0,133333,9,2,Very High,5.0,2,High,4.0,5.8,0.55,3,Yes,Service
5097,105098,23.0,7.43,1,Technical Degree,Male,Yes,Yes,4,Laboratory Technician,Divorced,3.0,16667,20,3,High,0.0,2,High,0.0,4.4,0.29,2,Yes,Service
5098,105099,28.0,5.98,2,Technical Degree,Female,No,No,3,Laboratory Technician,Married,1.0,125000,20,4,Medium,7.0,4,Medium,3.0,3.9,0.16,0,No,Service
5099,105100,51.0,6.0,5,Human Resources,Female,Yes,Yes,3,Manager,Single,7.0,133333,8,1,Very Low,5.0,1,Medium,0.0,5.9,0.56,3,Yes,Product
5100,105101,57.0,6.47,4,Life Sciences,Male,Yes,Yes,4,Human Resources,Married,6.0,316667,9,2,Low,18.0,3,Low,18.0,6.8,0.55,3,Yes,Service
5101,105102,23.0,7.42,3,Other,Male,No,Yes,3,Sales Executive,Single,4.0,58333,11,2,Low,2.0,4,High,0.0,6.7,0.53,1,No,Service
5104,105105,36.0,7.09,5,Life Sciences,Male,No,No,1,Sales Representative,Married,8.0,75000,16,1,Low,5.0,4,High,5.0,7.1,0.7,4,No,Service
5106,105107,47.0,6.31,4,Technical Degree,Female,No,Yes,2,Research Scientist,Married,5.0,300000,10,1,High,24.0,1,High,1.0,7.0,0.69,2,No,Product
5108,105109,43.0,6.81,5,Other,Male,No,No,4,Healthcare Representative,Single,4.0,16667,20,3,Low,0.0,4,Medium,0.0,3.9,0.34,2,Yes,Service
5109,105110,22.0,7.51,2,Life Sciences,Female,No,No,2,Human Resources,Married,3.0,25000,18,4,Low,0.0,1,High,0.0,4.7,0.25,2,No,Product
5111,105112,47.0,6.82,3,Technical Degree,Male,Yes,No,4,Research Scientist,Married,7.0,200000,8,3,Low,13.0,1,Low,2.0,9.3,0.77,3,No,Service
5112,105113,46.0,7.32,4,Life Sciences,Female,Yes,No,4,Laboratory Technician,Single,4.0,50000,24,1,High,2.0,2,Low,0.0,5.1,0.41,2,No,Service
5114,105115,27.0,7.42,2,Marketing,Female,No,Yes,3,Manager,Married,7.0,83333,13,2,High,3.0,2,Low,0.0,7.0,0.57,4,No,Service
5115,105116,53.0,6.2,3,Life Sciences,Male,Yes,No,4,Human Resources,Divorced,5.0,350000,22,3,Very High,19.0,4,Low,17.0,7.2,0.49,3,No,Product
5117,105118,54.0,10.5,3,Other,Male,Yes,Yes,3,Manufacturing Director,Married,5.0,175000,24,4,Very High,14.0,1,Low,11.0,4.5,0.39,3,No,Product
5118,105119,25.0,7.41,3,Life Sciences,Female,Yes,Yes,4,Manager,Single,1.0,25000,8,3,Very High,1.0,2,High,1.0,1.4,0.09,0,Yes,Product
5119,105120,50.0,7.09,1,Other,Female,Yes,Yes,2,Manufacturing Director,Single,2.0,158333,18,3,Low,7.0,2,Low,7.0,4.6,0.34,1,No,Product
5121,105122,38.0,7.52,5,Other,Female,No,Yes,2,Manager,Single,7.0,83333,12,1,Medium,5.0,1,Low,1.0,8.3,0.75,3,No,Product
5122,105123,25.0,6.11,4,Technical Degree,Male,No,Yes,1,Manager,Married,7.0,58333,15,1,Medium,3.0,2,High,0.0,9.2,0.79,3,Yes,Service
5124,105125,57.0,7.14,1,Human Resources,Female,Yes,No,2,Laboratory Technician,Divorced,1.0,583333,23,4,Low,32.0,4,High,0.0,3.6,0.23,0,Yes,Service
5125,105126,49.0,9.39,2,Marketing,Female,Yes,Yes,4,Sales Representative,Married,4.0,83333,21,2,High,3.0,4,Medium,1.0,6.4,0.5,2,Yes,Product
5127,105128,23.0,10.09,4,Life Sciences,Male,Yes,No,3,Manager,Divorced,5.0,16667,23,4,Very High,1.0,3,High,1.0,6.6,0.48,3,Yes,Product
5128,105129,47.0,6.92,2,Marketing,Male,Yes,Yes,2,Sales Executive,Single,6.0,100000,22,4,High,6.0,4,High,2.0,7.6,0.54,3,No,Service
5131,105132,32.0,6.04,3,Life Sciences,Male,No,Yes,4,Research Director,Divorced,1.0,150000,24,1,Medium,9.0,1,Low,4.0,4.5,0.24,1,No,Product
5132,105133,29.0,9.68,4,Human Resources,Male,Yes,No,2,Research Scientist,Married,1.0,133333,20,3,High,6.0,4,High,1.0,0.2,0.0,0,No,Service
5134,105135,58.0,6.3,5,Life Sciences,Female,No,No,1,Human Resources,Single,1.0,383333,21,1,Very High,20.0,3,High,16.0,2.2,0.14,0,Yes,Service
5135,105136,44.0,8.31,5,Human Resources,Male,No,No,3,Laboratory Technician,Single,3.0,400000,19,3,Medium,21.0,3,Low,0.0,3.6,0.21,1,No,Service
5137,105138,36.0,6.3,2,Other,Male,Yes,No,1,Laboratory Technician,Married,1.0,225000,15,4,Very High,9.0,1,Low,4.0,3.0,0.25,0,Yes,Service
5138,105139,29.0,8.69,4,Marketing,Male,Yes,Yes,2,Human Resources,Married,4.0,25000,21,1,Very Low,1.0,3,Medium,0.0,3.1,0.2,2,No,Product
5141,105142,42.0,7.38,4,Life Sciences,Male,No,Yes,4,Sales Executive,Married,9.0,175000,7,3,Very High,12.0,2,Medium,6.0,9.0,0.75,4,No,Product
5142,105143,52.0,10.96,1,Life Sciences,Female,Yes,Yes,4,Manufacturing Director,Married,3.0,291667,7,4,Medium,16.0,1,Medium,5.0,1.8,0.14,1,No,Service
5144,105145,54.0,5.98,4,Medical,Male,No,No,4,Healthcare Representative,Divorced,4.0,75000,23,2,Low,4.0,3,Low,2.0,3.5,0.22,2,No,Service
5145,105146,23.0,10.61,3,Technical Degree,Female,Yes,Yes,1,Healthcare Representative,Single,2.0,33333,14,4,Low,0.0,2,Low,0.0,3.1,0.16,1,No,Product
5148,105149,36.0,9.43,5,Medical,Female,Yes,No,2,Laboratory Technician,Divorced,5.0,83333,17,4,Low,5.0,2,Low,5.0,5.8,0.36,2,No,Product
5151,105152,42.0,10.41,3,Marketing,Male,Yes,No,3,Human Resources,Divorced,1.0,216667,8,3,Very High,13.0,1,High,12.0,0.0,0.0,0,No,Service
5152,105153,52.0,7.78,2,Human Resources,Female,Yes,No,1,Laboratory Technician,Single,6.0,216667,25,2,Low,15.0,4,Medium,11.0,7.8,0.57,3,No,Service
5153,105154,36.0,6.81,5,Medical,Female,No,Yes,2,Research Scientist,Divorced,2.0,183333,7,1,Very High,11.0,2,Low,2.0,5.0,0.41,1,No,Product
5154,105155,37.0,8.59,5,Marketing,Female,Yes,No,4,Human Resources,Divorced,4.0,83333,10,4,High,4.0,2,Low,2.0,4.5,0.39,3,Yes,Product
5155,105156,44.0,6.82,4,Human Resources,Male,Yes,Yes,2,Laboratory Technician,Single,4.0,133333,10,1,Very Low,10.0,1,Low,5.0,3.3,0.26,2,No,Product
5156,105157,35.0,7.17,5,Human Resources,Female,Yes,Yes,3,Human Resources,Married,6.0,8333,16,4,Low,0.0,3,Medium,0.0,5.4,0.48,3,Yes,Service
5157,105158,25.0,6.02,3,Medical,Female,No,Yes,4,Sales Executive,Married,1.0,25000,25,1,Very Low,0.0,4,Low,0.0,2.6,0.07,1,Yes,Service
5158,105159,31.0,7.47,5,Technical Degree,Female,Yes,No,3,Sales Executive,Divorced,9.0,166667,9,2,Very Low,7.0,3,Medium,2.0,7.8,0.81,4,Yes,Service
5160,105161,36.0,6.78,3,Medical,Male,No,Yes,1,Research Director,Divorced,5.0,91667,13,1,Low,6.0,4,Medium,4.0,7.0,0.53,1,Yes,Service
5161,105162,45.0,8.88,3,Technical Degree,Male,No,Yes,1,Sales Executive,Divorced,4.0,308333,23,2,Very High,22.0,1,High,6.0,8.2,0.66,2,No,Service
5162,105163,48.0,7.98,5,Other,Female,Yes,Yes,4,Laboratory Technician,Married,3.0,266667,11,3,Medium,21.0,1,Medium,0.0,5.5,0.39,1,No,Service
5164,105165,23.0,6.0,3,Medical,Female,Yes,No,2,Manufacturing Director,Married,6.0,16667,8,4,High,1.0,2,High,0.0,7.5,0.67,3,No,Product
5165,105166,40.0,6.48,2,Medical,Male,No,No,1,Laboratory Technician,Divorced,5.0,225000,24,2,Very Low,13.0,2,Low,3.0,7.9,0.58,2,No,Product
5167,105168,52.0,2.21,5,Life Sciences,Male,No,Yes,4,Human Resources,Divorced,7.0,316667,16,1,Medium,21.0,2,Low,1.0,9.5,0.81,3,Yes,Service
5171,105172,24.0,7.65,5,Medical,Female,Yes,Yes,1,Human Resources,Single,3.0,16667,24,2,High,1.0,4,Low,0.0,5.9,0.4,2,Yes,Product
5172,105173,41.0,6.99,5,Medical,Male,Yes,Yes,3,Research Director,Divorced,6.0,266667,11,2,Very Low,15.0,2,Medium,14.0,7.8,0.73,2,No,Service
5173,105174,52.0,10.67,4,Other,Female,No,No,4,Sales Representative,Divorced,1.0,475000,9,2,Low,25.0,2,Medium,11.0,0.2,0.0,1,No,Product
5176,105177,60.0,8.98,4,Other,Male,No,No,4,Healthcare Representative,Divorced,4.0,350000,8,1,Very Low,27.0,3,High,19.0,8.5,0.66,2,No,Service
5177,105178,37.0,7.25,2,Medical,Female,Yes,No,1,Human Resources,Single,4.0,266667,9,3,High,13.0,2,Low,2.0,6.7,0.49,2,No,Service
5178,105179,48.0,7.71,4,Medical,Male,No,No,2,Human Resources,Single,7.0,116667,18,1,Very High,5.0,3,Low,4.0,7.4,0.63,3,No,Service
5181,105182,54.0,8.13,2,Marketing,Female,Yes,Yes,3,Healthcare Representative,Married,5.0,300000,14,2,Very Low,22.0,1,Medium,3.0,5.2,0.37,3,No,Service
5182,105183,37.0,6.54,1,Life Sciences,Female,Yes,No,1,Sales Executive,Married,4.0,25000,22,2,Very Low,2.0,2,Low,1.0,6.7,0.46,2,Yes,Service
5184,105185,37.0,5.98,1,Technical Degree,Male,Yes,Yes,2,Research Scientist,Single,2.0,233333,15,1,Low,15.0,2,Medium,13.0,2.6,0.18,0,No,Service
5185,105186,51.0,5.99,3,Other,Female,Yes,No,3,Sales Executive,Single,7.0,133333,17,3,Medium,6.0,1,Medium,0.0,7.0,0.6,3,Yes,Service
5186,105187,46.0,8.88,4,Human Resources,Male,No,No,3,Research Director,Single,2.0,233333,10,3,Very High,12.0,1,Medium,9.0,3.2,0.22,2,No,Service
5187,105188,39.0,6.39,2,Technical Degree,Male,No,Yes,4,Healthcare Representative,Single,6.0,350000,15,4,Very High,17.0,4,Medium,11.0,6.6,0.55,3,Yes,Product
5188,105189,38.0,7.8,3,Other,Male,No,No,3,Manufacturing Director,Divorced,6.0,258333,21,4,Very High,17.0,4,Low,15.0,7.9,0.61,2,Yes,Service
5189,105190,39.0,8.39,2,Marketing,Female,No,Yes,2,Laboratory Technician,Married,1.0,25000,24,3,Low,1.0,2,Medium,0.0,0.0,0.0,0,Yes,Product
5192,105193,31.0,7.91,1,Marketing,Female,Yes,Yes,4,Sales Representative,Married,5.0,175000,23,1,Very Low,8.0,3,Low,4.0,5.9,0.45,3,Yes,Service
5193,105194,22.0,6.11,5,Life Sciences,Male,Yes,No,2,Research Director,Single,8.0,16667,12,2,Very High,1.0,4,Low,0.0,8.5,0.72,4,No,Service
5194,105195,20.0,6.38,3,Life Sciences,Male,No,No,4,Healthcare Representative,Single,3.0,25000,17,4,Very Low,2.0,2,Medium,2.0,4.5,0.33,1,Yes,Service
5195,105196,39.0,6.27,1,Other,Male,No,Yes,3,Manufacturing Director,Single,3.0,291667,9,3,Very Low,16.0,1,Low,9.0,5.6,0.4,1,No,Product
5196,105197,47.0,8.91,4,Medical,Male,No,No,4,Manager,Married,6.0,350000,8,2,Very High,22.0,3,Medium,19.0,7.7,0.58,2,Yes,Service
5197,105198,54.0,7.1,2,Other,Female,Yes,Yes,2,Manufacturing Director,Married,4.0,366667,12,3,Very Low,21.0,2,Medium,0.0,5.4,0.35,2,No,Service
5198,105199,19.0,7.68,3,Human Resources,Male,No,Yes,2,Manager,Single,3.0,16667,10,4,Very High,1.0,1,Medium,0.0,3.8,0.32,1,No,Product
5201,105202,39.0,7.8,4,Technical Degree,Male,Yes,No,1,Manufacturing Director,Married,6.0,175000,7,3,Low,13.0,4,High,4.0,6.0,0.55,3,Yes,Product
5202,105203,35.0,6.11,1,Life Sciences,Male,No,Yes,4,Healthcare Representative,Married,2.0,41667,21,3,Low,2.0,3,Medium,2.0,3.6,0.22,2,No,Product
5206,105207,24.0,6.48,5,Marketing,Female,Yes,Yes,4,Human Resources,Married,1.0,16667,14,4,Very High,1.0,3,Medium,1.0,3.5,0.17,0,Yes,Service
5207,105208,35.0,7.32,5,Life Sciences,Male,No,Yes,3,Sales Representative,Divorced,7.0,91667,19,4,Medium,7.0,3,Medium,5.0,7.2,0.64,4,No,Service
5209,105210,52.0,7.1,1,Life Sciences,Male,No,No,1,Manager,Divorced,8.0,166667,17,3,Very Low,7.0,2,Medium,3.0,8.3,0.75,3,Yes,Service
5211,105212,46.0,8.28,3,Life Sciences,Male,No,No,2,Healthcare Representative,Married,7.0,316667,20,4,Very High,18.0,2,High,14.0,7.8,0.68,4,No,Service
5212,105213,53.0,10.81,1,Medical,Female,Yes,No,3,Human Resources,Single,1.0,25000,21,4,High,2.0,2,Medium,0.0,3.0,0.24,1,No,Service
5214,105215,53.0,6.66,3,Human Resources,Female,Yes,Yes,1,Laboratory Technician,Divorced,4.0,491667,14,4,High,27.0,3,High,23.0,3.3,0.27,2,No,Product
5216,105217,38.0,7.41,4,Marketing,Female,No,No,3,Human Resources,Single,3.0,125000,17,2,Very High,7.0,1,Medium,5.0,6.1,0.4,2,No,Product
5218,105219,50.0,6.02,3,Human Resources,Female,Yes,Yes,4,Healthcare Representative,Married,2.0,266667,16,2,Medium,14.0,2,High,8.0,4.3,0.29,1,No,Product
5219,105220,32.0,9.32,3,Human Resources,Male,No,Yes,4,Research Scientist,Divorced,5.0,166667,19,4,Low,11.0,3,Medium,6.0,4.9,0.44,3,Yes,Service
5220,105221,43.0,9.08,4,Marketing,Male,Yes,Yes,1,Research Scientist,Single,5.0,283333,22,1,Medium,15.0,3,Medium,5.0,5.2,0.48,2,Yes,Product
5222,105223,31.0,7.06,1,Marketing,Male,Yes,No,3,Healthcare Representative,Married,5.0,66667,13,1,Medium,4.0,4,High,2.0,6.9,0.49,3,No,Service
5226,105227,36.0,10.49,3,Other,Male,No,Yes,3,Research Director,Married,6.0,183333,7,2,Very High,10.0,1,Low,10.0,7.1,0.58,3,Yes,Service
5228,105229,34.0,6.89,4,Human Resources,Female,Yes,Yes,1,Manager,Divorced,4.0,141667,23,2,Very High,11.0,4,Medium,8.0,6.4,0.43,1,No,Service
5229,105230,38.0,8.48,4,Marketing,Female,No,No,1,Sales Executive,Married,7.0,41667,9,4,High,2.0,1,Medium,0.0,6.9,0.62,4,Yes,Product
5230,105231,45.0,6.71,3,Life Sciences,Female,Yes,Yes,2,Research Scientist,Married,1.0,241667,20,2,Medium,13.0,3,Low,11.0,3.8,0.16,0,Yes,Service
5231,105232,60.0,7.54,5,Other,Male,Yes,No,1,Manufacturing Director,Single,1.0,550000,23,3,High,28.0,3,High,13.0,3.7,0.21,0,No,Service
5232,105233,19.0,6.6,5,Medical,Female,No,No,4,Manufacturing Director,Single,6.0,33333,20,3,Very Low,0.0,4,Medium,0.0,7.3,0.64,3,No,Product
5233,105234,57.0,7.42,3,Other,Male,No,No,4,Manager,Single,6.0,191667,24,4,Very Low,11.0,4,Low,7.0,4.4,0.39,3,Yes,Service
5236,105237,37.0,8.4,3,Other,Male,No,No,3,Research Director,Single,6.0,50000,17,1,Very Low,4.0,3,Medium,4.0,6.5,0.57,3,No,Product
5238,105239,38.0,6.67,1,Human Resources,Male,Yes,Yes,3,Sales Representative,Single,9.0,91667,7,1,Very High,5.0,3,High,1.0,8.4,0.8,4,No,Service
5240,105241,53.0,6.7,5,Life Sciences,Female,Yes,No,3,Healthcare Representative,Divorced,3.0,533333,19,4,High,28.0,1,Medium,0.0,3.2,0.17,2,No,Service
5241,105242,40.0,7.19,2,Life Sciences,Male,No,Yes,4,Manager,Divorced,7.0,58333,15,1,Low,3.0,1,Medium,1.0,6.1,0.59,4,No,Product
5243,105244,56.0,6.29,5,Human Resources,Female,Yes,Yes,2,Manager,Married,4.0,366667,21,3,Medium,22.0,3,High,8.0,4.1,0.34,2,No,Service
5245,105246,41.0,9.47,4,Other,Male,Yes,Yes,4,Research Director,Married,8.0,125000,16,4,High,7.0,1,Medium,5.0,9.5,0.9,4,Yes,Service
5246,105247,28.0,7.6,4,Technical Degree,Female,Yes,Yes,3,Healthcare Representative,Divorced,1.0,91667,24,3,High,4.0,1,Low,2.0,4.2,0.22,1,Yes,Service
5248,105249,40.0,9.2,2,Technical Degree,Female,No,No,2,Healthcare Representative,Married,8.0,25000,22,2,Very High,1.0,2,Medium,1.0,8.4,0.71,4,Yes,Service
5249,105250,21.0,7.32,5,Life Sciences,Female,No,No,3,Research Scientist,Married,2.0,25000,17,3,Very High,0.0,2,High,0.0,3.0,0.18,0,No,Service
5250,105251,34.0,6.97,1,Medical,Male,Yes,No,1,Healthcare Representative,Married,2.0,150000,15,2,Low,12.0,4,Medium,1.0,1.7,0.13,1,Yes,Service
5251,105252,32.0,7.51,2,Marketing,Female,Yes,No,3,Manufacturing Director,Single,3.0,216667,8,2,Very High,11.0,1,Medium,7.0,3.4,0.28,2,No,Service
5253,105254,54.0,6.58,4,Technical Degree,Female,Yes,Yes,3,Human Resources,Divorced,5.0,325000,11,2,Very High,18.0,3,High,11.0,6.0,0.5,2,No,Service
5254,105255,27.0,18.06,2,Human Resources,Male,Yes,Yes,3,Human Resources,Single,1.0,175000,22,1,Very High,6.0,4,High,1.0,2.2,0.14,1,Yes,Service
5255,105256,59.0,7.83,1,Medical,Female,Yes,Yes,4,Manager,Divorced,1.0,216667,17,4,Very Low,15.0,4,Low,3.0,0.0,0.02,0,No,Service
5256,105257,42.0,7.68,4,Technical Degree,Female,Yes,Yes,4,Research Director,Divorced,3.0,241667,16,1,High,15.0,2,Medium,0.0,5.7,0.48,2,Yes,Product
5257,105258,29.0,6.65,4,Other,Male,Yes,No,2,Sales Executive,Divorced,1.0,75000,9,1,Medium,5.0,2,Medium,1.0,2.3,0.06,0,Yes,Service
5258,105259,55.0,6.79,5,Life Sciences,Male,No,Yes,1,Sales Representative,Married,3.0,250000,19,4,Low,13.0,1,Low,2.0,5.2,0.39,2,Yes,Service
5259,105260,38.0,7.79,4,Human Resources,Male,Yes,No,4,Human Resources,Single,3.0,233333,24,2,High,15.0,4,Medium,0.0,3.0,0.16,1,Yes,Service
5260,105261,56.0,9.92,3,Human Resources,Male,Yes,No,2,Sales Representative,Married,3.0,366667,25,3,Very High,19.0,2,Low,19.0,3.8,0.25,2,No,Service
5261,105262,58.0,7.2,3,Medical,Female,Yes,Yes,4,Research Director,Single,2.0,408333,25,4,Very High,29.0,1,Medium,4.0,6.0,0.49,1,No,Service
5262,105263,22.0,7.17,3,Marketing,Male,Yes,No,3,Manager,Divorced,4.0,25000,20,3,Medium,1.0,4,Medium,0.0,2.5,0.18,2,No,Service
5263,105264,49.0,11.0,3,Marketing,Female,Yes,Yes,4,Manufacturing Director,Married,1.0,300000,10,3,Low,19.0,1,Medium,1.0,5.2,0.28,1,No,Service
5264,105265,44.0,8.31,5,Medical,Female,Yes,Yes,3,Sales Executive,Divorced,5.0,308333,12,1,Very High,21.0,4,Low,8.0,6.0,0.43,2,Yes,Service
5265,105266,33.0,10.07,1,Technical Degree,Male,Yes,Yes,4,Human Resources,Married,5.0,225000,22,1,High,8.0,4,Medium,7.0,6.9,0.53,3,No,Service
5268,105269,50.0,7.6,4,Technical Degree,Female,No,Yes,3,Research Director,Single,4.0,258333,10,3,Very High,13.0,4,High,6.0,3.8,0.3,2,No,Service
5270,105271,40.0,6.03,1,Life Sciences,Male,Yes,Yes,3,Laboratory Technician,Single,4.0,141667,8,1,Very High,11.0,2,Medium,1.0,6.4,0.4,3,No,Product
5271,105272,47.0,10.98,2,Technical Degree,Female,Yes,No,2,Human Resources,Married,2.0,50000,21,4,High,2.0,1,Medium,0.0,5.1,0.29,2,No,Service
5272,105273,36.0,7.12,2,Life Sciences,Female,No,No,3,Research Director,Divorced,8.0,116667,13,3,Medium,4.0,1,Medium,2.0,8.6,0.79,4,No,Service
5274,105275,45.0,6.65,1,Technical Degree,Male,No,Yes,4,Manager,Married,5.0,83333,8,4,High,4.0,2,High,0.0,6.5,0.58,2,Yes,Product
5275,105276,34.0,7.33,3,Human Resources,Male,Yes,No,1,Laboratory Technician,Married,5.0,241667,17,2,Very High,12.0,2,High,11.0,6.4,0.47,3,No,Service
5277,105278,20.0,6.1,1,Life Sciences,Male,No,Yes,1,Research Scientist,Single,4.0,50000,10,3,Medium,2.0,4,High,2.0,6.9,0.61,2,No,Service
5278,105279,60.0,6.97,1,Medical,Female,Yes,No,3,Healthcare Representative,Single,5.0,350000,17,3,Medium,24.0,2,Low,24.0,4.2,0.31,2,No,Service
5279,105280,52.0,7.39,1,Human Resources,Female,Yes,Yes,2,Human Resources,Single,1.0,200000,18,4,High,9.0,1,High,2.0,3.8,0.29,0,No,Service
5280,105281,24.0,7.81,3,Other,Female,No,No,1,Research Director,Married,9.0,25000,16,4,Very High,1.0,2,Low,1.0,9.5,0.82,4,No,Service
5283,105284,48.0,18.21,2,Marketing,Female,Yes,No,1,Manufacturing Director,Single,1.0,275000,9,4,Medium,21.0,3,High,18.0,5.0,0.34,0,No,Service
5284,105285,23.0,7.53,1,Medical,Female,No,No,4,Laboratory Technician,Married,3.0,33333,7,4,Very High,0.0,4,Low,0.0,4.3,0.3,2,No,Service
5286,105287,51.0,6.2,1,Marketing,Female,Yes,Yes,3,Sales Representative,Married,1.0,133333,25,1,Very High,8.0,4,Medium,8.0,1.0,0.07,0,No,Product
5287,105288,35.0,6.6,1,Marketing,Male,No,Yes,3,Human Resources,Married,8.0,225000,22,2,High,8.0,1,Low,4.0,8.4,0.68,4,No,Service
5288,105289,39.0,7.39,2,Medical,Male,No,No,4,Manager,Single,6.0,291667,23,2,Very Low,18.0,2,Low,13.0,6.2,0.59,3,No,Service
5289,105290,59.0,5.97,3,Other,Male,No,No,1,Manager,Married,6.0,150000,23,1,Very High,9.0,2,High,4.0,8.3,0.67,3,No,Service
5290,105291,32.0,7.51,3,Technical Degree,Female,No,No,3,Laboratory Technician,Married,9.0,150000,16,4,Low,11.0,1,Medium,5.0,10.0,1.0,4,No,Service
5291,105292,42.0,8.31,3,Marketing,Male,No,No,2,Research Director,Single,9.0,216667,10,2,Low,16.0,3,High,10.0,9.2,0.75,4,No,Service
5292,105293,60.0,6.51,2,Medical,Male,Yes,No,1,Sales Representative,Divorced,2.0,100000,11,3,Very High,4.0,1,Low,1.0,3.9,0.16,1,No,Product
5294,105295,28.0,6.92,4,Other,Female,No,Yes,4,Manufacturing Director,Single,1.0,16667,7,3,Very High,0.0,1,High,0.0,0.0,0.0,0,Yes,Product
5295,105296,40.0,9.11,5,Human Resources,Female,Yes,Yes,1,Laboratory Technician,Divorced,4.0,66667,23,1,Very Low,4.0,4,High,3.0,5.5,0.45,2,No,Service
5296,105297,37.0,7.4,5,Medical,Female,No,No,2,Manufacturing Director,Single,8.0,133333,11,2,Very High,5.0,3,Medium,3.0,10.0,0.97,4,No,Service
5297,105298,59.0,7.35,5,Human Resources,Male,No,No,2,Research Director,Single,4.0,108333,23,4,Very Low,4.0,3,High,2.0,5.2,0.28,2,Yes,Product
5299,105300,24.0,10.49,5,Marketing,Female,Yes,No,1,Human Resources,Married,5.0,58333,11,4,High,2.0,4,Low,0.0,5.5,0.31,2,No,Product
5301,105302,41.0,7.1,2,Other,Female,No,Yes,3,Healthcare Representative,Divorced,2.0,183333,10,1,Medium,9.0,2,High,3.0,3.5,0.24,1,Yes,Product
5302,105303,35.0,10.49,5,Other,Male,No,No,4,Sales Representative,Divorced,5.0,191667,11,2,High,12.0,1,Low,8.0,4.9,0.39,2,No,Product
5303,105304,46.0,7.01,5,Human Resources,Male,No,Yes,1,Manager,Divorced,6.0,375000,13,2,High,22.0,2,Low,20.0,7.9,0.83,3,No,Service
5304,105305,52.0,6.91,1,Human Resources,Male,No,Yes,2,Research Director,Divorced,3.0,366667,13,1,Medium,23.0,4,Medium,11.0,5.5,0.35,1,No,Service
5305,105306,54.0,6.59,2,Human Resources,Male,Yes,Yes,3,Sales Executive,Divorced,10.0,25000,15,1,Very High,1.0,4,Medium,1.0,9.7,0.98,5,Yes,Service
5310,105311,59.0,9.22,4,Human Resources,Male,No,Yes,4,Sales Executive,Single,5.0,533333,17,4,Low,31.0,2,High,0.0,7.2,0.65,2,No,Service
5311,105312,18.0,9.61,5,Life Sciences,Female,Yes,No,4,Research Scientist,Married,5.0,33333,22,2,Very High,0.0,1,Medium,0.0,7.7,0.61,3,No,Product
5313,105314,32.0,7.9,2,Human Resources,Female,Yes,No,2,Sales Representative,Married,3.0,108333,16,4,High,6.0,2,Medium,6.0,6.4,0.4,1,No,Service
5314,105315,25.0,7.22,3,Marketing,Male,No,No,2,Research Director,Single,5.0,16667,22,3,Medium,1.0,1,Medium,0.0,4.6,0.33,3,Yes,Service
5315,105316,52.0,7.48,3,Other,Female,Yes,Yes,1,Laboratory Technician,Single,6.0,166667,21,1,Very Low,6.0,2,High,6.0,6.8,0.58,4,Yes,Product
5318,105319,32.0,10.48,2,Marketing,Female,Yes,Yes,2,Healthcare Representative,Single,4.0,233333,7,2,Low,10.0,4,Low,9.0,5.6,0.4,2,No,Service
5319,105320,42.0,8.39,1,Human Resources,Female,No,No,2,Manufacturing Director,Married,3.0,216667,25,4,Medium,11.0,3,Low,7.0,5.1,0.38,1,Yes,Service
5320,105321,33.0,7.11,5,Marketing,Male,No,No,3,Laboratory Technician,Divorced,5.0,50000,17,2,Very High,3.0,4,High,2.0,6.2,0.51,3,Yes,Service
